"HMM Profile";"Profile Length";"locus_tag";"Gene Length";"E Value";"Profile Start";"Profile End";"Gene Start";"Gene End";"Coverage";"HMM_Profile_simple";"HK"
"GT4.hmm";160;"PROKKA_106130";387;2,1e-21;21;156;209;345;0,84375;"GT4";"PROKKA_106130_1_GT4"
"CE14.hmm";124;"PROKKA_106284";793;2,6e-18;1;116;58;172;0,927419355;"CE14";"PROKKA_106284_1_CE14"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_106305";385;8,1e-20;2;165;141;307;0,958823529;"GT2";"PROKKA_106305_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_106315";380;8,3e-21;2;140;142;282;0,811764706;"GT2";"PROKKA_106315_1_GT2"
"GH5_42.hmm";254;"PROKKA_106319";505;8,9e-123;1;254;216;469;0,996062992;"GH5";"PROKKA_106319_1_GH5"
"GT4.hmm";160;"PROKKA_106517";361;3,4e-33;11;160;177;331;0,93125;"GT4";"PROKKA_106517_1_GT4"
"GT4.hmm";160;"PROKKA_106540";393;1,6e-18;5;154;208;362;0,93125;"GT4";"PROKKA_106540_1_GT4"
"PL18.hmm";188;"PROKKA_106616";1570;1,5e-69;3;184;227;403;0,962765957;"PL18";"PROKKA_106616_1_PL18"
"PL7_5.hmm";267;"PROKKA_106616";1570;1,8e-104;1;267;1294;1565;0,996254682;"PL7";"PROKKA_106616_1_PL7"
"CE4.hmm";130;"PROKKA_106843";307;6,9e-24;5;119;69;203;0,876923077;"CE4";"PROKKA_106843_1_CE4"
"CBM32.hmm";124;"PROKKA_106886";406;8,3e-20;10;122;59;173;0,903225806;"CBM32";"PROKKA_106886_1_CBM32"
"GT51.hmm";177;"PROKKA_106989";864;1,5e-63;2;176;55;228;0,983050847;"GT51";"PROKKA_106989_1_GT51"
"GH113.hmm";306;"PROKKA_106994";330;6,2e-97;2;305;25;323;0,990196078;"GH113";"PROKKA_106994_1_GH113"
"GT26.hmm";171;"PROKKA_107214";429;1,5e-54;2;169;236;403;0,976608187;"GT26";"PROKKA_107214_1_GT26"
"PL6_1.hmm";347;"PROKKA_107301";822;1,8e-112;1;344;27;389;0,988472622;"PL6";"PROKKA_107301_1_PL6"
"CBM32.hmm";124;"PROKKA_107301";822;1e-15;13;119;613;724;0,85483871;"CBM32";"PROKKA_107301_1_CBM32"
"CBM6.hmm";138;"PROKKA_107336";1530;1,2e-27;15;137;883;1008;0,884057971;"CBM6";"PROKKA_107336_1_CBM6"
"CE1.hmm";227;"PROKKA_107427";286;1,7e-19;3;213;44;268;0,925110132;"CE1";"PROKKA_107427_1_CE1"
"PL7_5.hmm";267;"PROKKA_107444";368;2,3e-80;2;266;62;356;0,988764045;"PL7";"PROKKA_107444_1_PL7"
"CBM32.hmm";124;"PROKKA_107445";515;6,2e-20;11;122;111;230;0,89516129;"CBM32";"PROKKA_107445_1_CBM32"
"PL18.hmm";188;"PROKKA_107445";515;5e-61;5;182;304;493;0,941489362;"PL18";"PROKKA_107445_1_PL18"
"CE4.hmm";130;"PROKKA_107475";296;1,9e-22;22;128;46;156;0,815384615;"CE4";"PROKKA_107475_1_CE4"
"PL7_5.hmm";267;"PROKKA_107734";353;2,2e-69;8;266;54;341;0,966292135;"PL7";"PROKKA_107734_1_PL7"
"PL7_5.hmm";267;"PROKKA_107735";359;6,7e-68;29;266;61;339;0,887640449;"PL7";"PROKKA_107735_1_PL7"
"PL31.hmm";187;"PROKKA_107796";395;1,2e-53;2;187;59;269;0,989304813;"PL31";"PROKKA_107796_1_PL31"
"PL7_5.hmm";267;"PROKKA_107818";347;4,2e-95;1;266;68;342;0,992509363;"PL7";"PROKKA_107818_1_PL7"
"CBM47.hmm";128;"PROKKA_107932";908;5,4e-27;2;128;343;461;0,984375;"CBM47";"PROKKA_107932_1_CBM47"
"CBM4.hmm";126;"PROKKA_107943";655;3e-22;2;126;372;495;0,984126984;"CBM4";"PROKKA_107943_1_CBM4"
"GH16.hmm";189;"PROKKA_107944";562;2,3e-54;2;188;338;559;0,984126984;"GH16";"PROKKA_107944_1_GH16"
"CE11.hmm";271;"PROKKA_108016";306;9,5e-117;1;270;4;276;0,992619926;"CE11";"PROKKA_108016_1_CE11"
"GH141.hmm";527;"PROKKA_108065";791;5,7e-68;2;522;22;535;0,986717268;"GH141";"PROKKA_108065_1_GH141"
"CBM6.hmm";138;"PROKKA_108143";592;2,5e-25;17;137;54;171;0,869565217;"CBM6";"PROKKA_108143_1_CBM6"
"CBM47.hmm";128;"PROKKA_108143";592;2,5e-30;2;128;191;311;0,984375;"CBM47";"PROKKA_108143_1_CBM47"
"PL7_3.hmm";214;"PROKKA_108143";592;3,8e-53;1;214;351;586;0,995327103;"PL7";"PROKKA_108143_1_PL7"
"GH43_2.hmm";273;"PROKKA_108185";454;4,7e-75;1;272;30;296;0,992673993;"GH43";"PROKKA_108185_1_GH43"
"CBM35.hmm";123;"PROKKA_108185";454;4,3e-17;1;122;321;445;0,983739837;"CBM35";"PROKKA_108185_1_CBM35"
"GH39.hmm";431;"PROKKA_108187";545;2e-140;3;431;31;499;0,993039443;"GH39";"PROKKA_108187_1_GH39"
"GT30.hmm";177;"PROKKA_108210";413;4,2e-48;10;176;44;206;0,937853107;"GT30";"PROKKA_108210_1_GT30"
"GH78.hmm";504;"PROKKA_108252";733;7,7e-103;2;502;164;697;0,992063492;"GH78";"PROKKA_108252_1_GH78"
"PL7_5.hmm";267;"PROKKA_108267";361;2,5e-99;2;266;40;350;0,988764045;"PL7";"PROKKA_108267_1_PL7"
"PL6.hmm";372;"PROKKA_108436";993;2,4e-86;4;371;173;564;0,98655914;"PL6";"PROKKA_108436_1_PL6"
"PL7_5.hmm";267;"PROKKA_108443";338;3,6e-91;1;266;63;333;0,992509363;"PL7";"PROKKA_108443_1_PL7"
"CBM47.hmm";128;"PROKKA_108480";1042;1,5e-24;2;128;395;518;0,984375;"CBM47";"PROKKA_108480_1_CBM47"
"GH128.hmm";224;"PROKKA_108481";724;3e-43;5;204;396;602;0,888392857;"GH128";"PROKKA_108481_1_GH128"
"GH128.hmm";224;"PROKKA_108482";719;9,6e-48;9;224;400;612;0,959821429;"GH128";"PROKKA_108482_1_GH128"
"GH128.hmm";224;"PROKKA_108585";724;4,8e-46;7;224;396;616;0,96875;"GH128";"PROKKA_108585_1_GH128"
"GH128.hmm";224;"PROKKA_108586";713;3,8e-41;10;222;398;603;0,946428571;"GH128";"PROKKA_108586_1_GH128"
"CBM47.hmm";128;"PROKKA_108587";546;5,3e-25;2;128;327;451;0,984375;"CBM47";"PROKKA_108587_1_CBM47"
"GH13_11.hmm";351;"PROKKA_108628";694;3,7e-159;1;351;180;529;0,997150997;"GH13";"PROKKA_108628_1_GH13"
"CE3.hmm";194;"PROKKA_108700";238;1,8e-37;2;193;29;230;0,984536082;"CE3";"PROKKA_108700_1_CE3"
"AA3_2.hmm";568;"PROKKA_108725";562;1,6e-167;2;566;5;529;0,992957746;"AA3";"PROKKA_108725_1_AA3"
"GH2.hmm";752;"PROKKA_108812";895;1,1e-191;103;751;2;771;0,861702128;"GH2";"PROKKA_108812_1_GH2"
"GH78.hmm";504;"PROKKA_108908";532;1,2e-70;21;504;2;499;0,958333333;"GH78";"PROKKA_108908_1_GH78"
"GT51.hmm";177;"PROKKA_108925";712;1,4e-53;13;176;117;301;0,920903955;"GT51";"PROKKA_108925_1_GT51"
"GH16.hmm";189;"PROKKA_108928";1583;4,7e-58;2;189;49;321;0,989417989;"GH16";"PROKKA_108928_1_GH16"
"GT4.hmm";160;"PROKKA_108937";407;4,2e-32;11;152;222;369;0,88125;"GT4";"PROKKA_108937_1_GT4"
"GT28.hmm";157;"PROKKA_109034";365;2,4e-46;1;157;190;346;0,993630573;"GT28";"PROKKA_109034_1_GT28"
"GH73.hmm";128;"PROKKA_109126";310;3e-22;13;127;170;294;0,890625;"GH73";"PROKKA_109126_1_GH73"
"GH16.hmm";189;"PROKKA_109241";392;1,6e-25;4;189;61;387;0,978835979;"GH16";"PROKKA_109241_1_GH16"
"GH30_1.hmm";416;"PROKKA_109275";548;2,2e-148;3;415;83;542;0,990384615;"GH30";"PROKKA_109275_1_GH30"
"GT4.hmm";160;"PROKKA_109279";361;5,3e-22;11;156;186;332;0,90625;"GT4";"PROKKA_109279_1_GT4"
"PL7_5.hmm";267;"PROKKA_109322";358;3e-101;1;266;38;348;0,992509363;"PL7";"PROKKA_109322_1_PL7"
"GH65.hmm";372;"PROKKA_109420";776;6,8e-142;1;370;324;703;0,991935484;"GH65";"PROKKA_109420_1_GH65"
"PL7_5.hmm";267;"PROKKA_109481";536;1,5e-81;1;266;278;530;0,992509363;"PL7";"PROKKA_109481_1_PL7"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_109668";313;9,9e-33;1;168;6;170;0,982352941;"GT2";"PROKKA_109668_1_GT2"
"GH23.hmm";135;"PROKKA_109684";264;3,6e-22;3;123;75;234;0,888888889;"GH23";"PROKKA_109684_1_GH23"
"GH23.hmm";135;"PROKKA_109700";258;8,6e-22;2;132;43;185;0,962962963;"GH23";"PROKKA_109700_1_GH23"
"GH95.hmm";722;"PROKKA_109745";795;1,3e-192;96;716;101;755;0,858725762;"GH95";"PROKKA_109745_1_GH95"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_109774";365;5,9e-22;1;165;4;176;0,964705882;"GT2";"PROKKA_109774_1_GT2"
"GH3.hmm";216;"PROKKA_109874";334;1,1e-53;4;216;66;299;0,981481481;"GH3";"PROKKA_109874_1_GH3"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_109924";497;1,1e-27;4;227;56;281;0,969565217;"GT2";"PROKKA_109924_1_GT2"
"CBM6.hmm";138;"PROKKA_110038";833;1,3e-32;18;137;623;742;0,862318841;"CBM6";"PROKKA_110038_1_CBM6"
"CBM6.hmm";138;"PROKKA_110039";748;1,1e-33;18;137;538;657;0,862318841;"CBM6";"PROKKA_110039_1_CBM6"
"GH23.hmm";135;"PROKKA_110053";529;1,2e-27;2;122;172;308;0,888888889;"GH23";"PROKKA_110053_1_GH23"
"PL29.hmm";301;"PROKKA_110246";592;5,1e-63;7;299;109;437;0,970099668;"PL29";"PROKKA_110246_1_PL29"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_110262";312;3,3e-30;1;142;4;142;0,829411765;"GT2";"PROKKA_110262_1_GT2"
"GT28.hmm";157;"PROKKA_110281";232;5,2e-50;1;157;62;218;0,993630573;"GT28";"PROKKA_110281_1_GT28"
"GH13_23.hmm";344;"PROKKA_110525";542;6,6e-159;1;343;29;377;0,994186047;"GH13";"PROKKA_110525_1_GH13"
"GT35.hmm";674;"PROKKA_110526";820;1,3e-274;1;673;98;814;0,997032641;"GT35";"PROKKA_110526_1_GT35"
"CE1.hmm";227;"PROKKA_110600";654;4e-21;7;210;342;578;0,894273128;"CE1";"PROKKA_110600_1_CE1"
"GH109.hmm";126;"PROKKA_110686";398;1,4e-18;2;124;39;152;0,968253968;"GH109";"PROKKA_110686_1_GH109"
"GT4.hmm";160;"PROKKA_110716";374;1e-21;4;148;193;332;0,9;"GT4";"PROKKA_110716_1_GT4"
"PL7_5.hmm";267;"PROKKA_110722";224;3e-84;47;267;1;217;0,823970037;"PL7";"PROKKA_110722_1_PL7"
"CBM6.hmm";138;"PROKKA_110836";338;2,3e-24;16;137;162;280;0,876811594;"CBM6";"PROKKA_110836_1_CBM6"
"GH141.hmm";527;"PROKKA_110880";784;7,4e-47;40;523;58;537;0,916508539;"GH141";"PROKKA_110880_1_GH141"
"GH128.hmm";224;"PROKKA_110928";712;7,7e-42;10;221;398;602;0,941964286;"GH128";"PROKKA_110928_1_GH128"
"GH128.hmm";224;"PROKKA_110929";723;1,2e-43;5;224;395;617;0,977678571;"GH128";"PROKKA_110929_1_GH128"
"CBM9.hmm";182;"PROKKA_111153";804;1,7e-16;1;164;36;205;0,895604396;"CBM9";"PROKKA_111153_1_CBM9"
"GT4.hmm";160;"PROKKA_111194";255;1,4e-19;8;151;74;216;0,89375;"GT4";"PROKKA_111194_1_GT4"
"GT20.hmm";475;"PROKKA_111258";735;7,2e-183;14;474;3;470;0,968421053;"GT20";"PROKKA_111258_1_GT20"
"GH73.hmm";128;"PROKKA_111284";333;1,2e-35;3;126;182;319;0,9609375;"GH73";"PROKKA_111284_1_GH73"
"GH1.hmm";429;"PROKKA_111335";440;1e-146;2;425;4;438;0,986013986;"GH1";"PROKKA_111335_1_GH1"
"GH3.hmm";216;"PROKKA_111378";871;3e-68;8;216;143;363;0,962962963;"GH3";"PROKKA_111378_1_GH3"
"PL6.hmm";372;"PROKKA_111436";956;5,8e-82;4;357;32;420;0,948924731;"PL6";"PROKKA_111436_1_PL6"
"GH23.hmm";135;"PROKKA_111459";525;4,2e-25;4;124;113;251;0,888888889;"GH23";"PROKKA_111459_1_GH23"
"GT4.hmm";160;"PROKKA_111488";393;2,1e-21;10;157;205;359;0,91875;"GT4";"PROKKA_111488_1_GT4"
"GT4.hmm";160;"PROKKA_111491";377;6,9e-20;6;148;194;330;0,8875;"GT4";"PROKKA_111491_1_GT4"
"PL7.hmm";231;"PROKKA_111583";360;8,3e-34;4;231;117;358;0,982683983;"PL7";"PROKKA_111583_1_PL7"
"CE4.hmm";130;"PROKKA_111653";285;4,6e-23;21;128;43;154;0,823076923;"CE4";"PROKKA_111653_1_CE4"
"PL7.hmm";231;"PROKKA_111737";321;1,4e-26;3;229;63;296;0,978354978;"PL7";"PROKKA_111737_1_PL7"
"CBM32.hmm";124;"PROKKA_111749";214;1,8e-20;17;123;79;188;0,85483871;"CBM32";"PROKKA_111749_1_CBM32"
"CBM16.hmm";116;"PROKKA_111856";567;4,2e-16;4;112;32;130;0,931034483;"CBM16";"PROKKA_111856_1_CBM16"
"CBM32.hmm";124;"PROKKA_111856";567;8,4e-17;10;121;179;294;0,89516129;"CBM32";"PROKKA_111856_1_CBM32"
"PL7_3.hmm";214;"PROKKA_111856";567;1,1e-63;2;214;333;565;0,990654206;"PL7";"PROKKA_111856_1_PL7"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_111966";395;4,5e-21;2;165;140;305;0,958823529;"GT2";"PROKKA_111966_1_GT2"
"CE10.hmm";341;"PROKKA_112066";323;3,4e-41;31;309;19;298;0,815249267;"CE10";"PROKKA_112066_1_CE10"
"GH16.hmm";189;"PROKKA_112160";1443;7,6e-58;2;189;49;321;0,989417989;"GH16";"PROKKA_112160_1_GH16"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_112170";253;3,8e-17;1;162;8;163;0,947058824;"GT2";"PROKKA_112170_1_GT2"
"CE1.hmm";227;"PROKKA_112175";737;2,6e-17;5;207;485;703;0,889867841;"CE1";"PROKKA_112175_1_CE1"
"CBM32.hmm";124;"PROKKA_112204";587;3,6e-22;10;122;32;147;0,903225806;"CBM32";"PROKKA_112204_1_CBM32"
"PL18.hmm";188;"PROKKA_112204";587;4,5e-62;5;188;377;575;0,973404255;"PL18";"PROKKA_112204_1_PL18"
"GT26.hmm";171;"PROKKA_112234";233;1e-53;6;171;53;217;0,964912281;"GT26";"PROKKA_112234_1_GT26"
"GT94.hmm";283;"PROKKA_112404";338;5,1e-18;2;230;37;283;0,80565371;"GT94";"PROKKA_112404_1_GT94"
"GH23.hmm";135;"PROKKA_112607";553;6,8e-24;4;126;126;266;0,903703704;"GH23";"PROKKA_112607_1_GH23"
"GT30.hmm";177;"PROKKA_112634";439;7,2e-60;1;176;34;212;0,988700565;"GT30";"PROKKA_112634_1_GT30"
"CBM32.hmm";124;"PROKKA_112644";497;3,4e-21;10;120;97;210;0,887096774;"CBM32";"PROKKA_112644_1_CBM32"
"PL18.hmm";188;"PROKKA_112644";497;2,6e-58;5;182;286;475;0,941489362;"PL18";"PROKKA_112644_1_PL18"
"PL17.hmm";139;"PROKKA_112723";749;6,7e-53;1;138;403;540;0,985611511;"PL17";"PROKKA_112723_1_PL17"
"CE1.hmm";227;"PROKKA_112733";210;2,8e-31;36;223;6;205;0,823788546;"CE1";"PROKKA_112733_1_CE1"
"PL18.hmm";188;"PROKKA_112838";403;7,1e-85;3;188;201;386;0,984042553;"PL18";"PROKKA_112838_1_PL18"
"GT4.hmm";160;"PROKKA_112866";392;3,2e-16;7;160;206;364;0,95625;"GT4";"PROKKA_112866_1_GT4"
"GH3.hmm";216;"PROKKA_112869";718;8,1e-61;3;215;62;283;0,981481481;"GH3";"PROKKA_112869_1_GH3"
"CBM6.hmm";138;"PROKKA_112892";815;3,3e-20;18;135;520;635;0,847826087;"CBM6";"PROKKA_112892_1_CBM6"
"PL17.hmm";139;"PROKKA_112978";749;2,7e-51;1;138;403;540;0,985611511;"PL17";"PROKKA_112978_1_PL17"
"PL7.hmm";231;"PROKKA_113361";834;4,4e-21;5;229;51;254;0,96969697;"PL7";"PROKKA_113361_1_PL7"
"PL7.hmm";231;"PROKKA_113362";791;9e-19;26;229;65;247;0,878787879;"PL7";"PROKKA_113362_1_PL7"
"CBM32.hmm";124;"PROKKA_113362";791;2e-21;6;122;264;384;0,935483871;"CBM32";"PROKKA_113362_1_CBM32"
"GT20.hmm";475;"PROKKA_113412";737;1e-167;13;474;2;461;0,970526316;"GT20";"PROKKA_113412_1_GT20"
"GH15.hmm";361;"PROKKA_113413";615;9,7e-73;5;360;235;600;0,983379501;"GH15";"PROKKA_113413_1_GH15"
"GH25.hmm";177;"PROKKA_113455";318;8,6e-44;1;177;26;212;0,994350282;"GH25";"PROKKA_113455_1_GH25"
"GH65.hmm";372;"PROKKA_113490";447;3e-138;8;371;2;375;0,975806452;"GH65";"PROKKA_113490_1_GH65"
"PL7_5.hmm";267;"PROKKA_113498";365;3,7e-69;24;266;60;343;0,906367041;"PL7";"PROKKA_113498_1_PL7"
"GH16.hmm";189;"PROKKA_113585";1057;2,9e-54;2;189;48;322;0,989417989;"GH16";"PROKKA_113585_1_GH16"
"GT4.hmm";160;"PROKKA_113639";924;1,2e-31;7;159;741;885;0,95;"GT4";"PROKKA_113639_1_GT4"
"GT51.hmm";177;"PROKKA_113817";769;5,9e-59;1;177;63;243;0,994350282;"GT51";"PROKKA_113817_1_GT51"
"PL6.hmm";372;"PROKKA_113879";794;2e-127;2;370;24;393;0,989247312;"PL6";"PROKKA_113879_1_PL6"
"CBM16.hmm";116;"PROKKA_113946";386;2e-21;3;109;25;122;0,913793103;"CBM16";"PROKKA_113946_1_CBM16"
"PL18.hmm";188;"PROKKA_113946";386;1e-75;2;188;184;370;0,989361702;"PL18";"PROKKA_113946_1_PL18"
"GH13_2.hmm";310;"PROKKA_113988";578;1,2e-64;1;307;111;427;0,987096774;"GH13";"PROKKA_113988_1_GH13"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_114000";256;3,8e-34;1;168;11;174;0,982352941;"GT2";"PROKKA_114000_1_GT2"
"PL6.hmm";372;"PROKKA_114050";789;1,1e-134;3;370;25;394;0,98655914;"PL6";"PROKKA_114050_1_PL6"
"CBM16.hmm";116;"PROKKA_114075";1532;1,7e-17;4;112;34;131;0,931034483;"CBM16";"PROKKA_114075_1_CBM16"
"CBM32.hmm";124;"PROKKA_114075";1532;2e-16;11;122;324;441;0,89516129;"CBM32";"PROKKA_114075_1_CBM32"
"PL7.hmm";231;"PROKKA_114075";1532;2,1e-43;1;231;502;744;0,995670996;"PL7";"PROKKA_114075_1_PL7"
"GH23.hmm";135;"PROKKA_114081";544;4,4e-25;3;128;127;270;0,925925926;"GH23";"PROKKA_114081_1_GH23"
"GH78.hmm";504;"PROKKA_114107";1173;1,8e-100;8;503;604;1133;0,982142857;"GH78";"PROKKA_114107_1_GH78"
"GH16.hmm";189;"PROKKA_114113";431;3,1e-24;37;189;54;230;0,804232804;"GH16";"PROKKA_114113_1_GH16"
"CBM2.hmm";101;"PROKKA_114113";431;4,6e-27;2;92;333;423;0,891089109;"CBM2";"PROKKA_114113_1_CBM2"
"GH116.hmm";363;"PROKKA_114116";843;4,2e-102;2;345;324;747;0,944903581;"GH116";"PROKKA_114116_1_GH116"
"PL17.hmm";139;"PROKKA_114168";747;9,2e-51;1;138;403;540;0,985611511;"PL17";"PROKKA_114168_1_PL17"
"PL6.hmm";372;"PROKKA_114169";772;2,1e-138;3;370;54;423;0,98655914;"PL6";"PROKKA_114169_1_PL6"
"PL6.hmm";372;"PROKKA_114189";598;2,7e-55;3;348;25;359;0,927419355;"PL6";"PROKKA_114189_1_PL6"
"GH17.hmm";311;"PROKKA_114217";303;1e-22;30;307;71;302;0,890675241;"GH17";"PROKKA_114217_1_GH17"
"GH17.hmm";311;"PROKKA_114218";781;4,4e-23;21;307;537;780;0,919614148;"GH17";"PROKKA_114218_1_GH17"
"GT30.hmm";177;"PROKKA_114325";415;3,6e-65;2;176;25;203;0,983050847;"GT30";"PROKKA_114325_1_GT30"
"GT4.hmm";160;"PROKKA_114348";365;3,5e-23;3;153;181;332;0,9375;"GT4";"PROKKA_114348_1_GT4"
"PL6.hmm";372;"PROKKA_114383";765;4e-148;2;370;39;409;0,989247312;"PL6";"PROKKA_114383_1_PL6"
"GT30.hmm";177;"PROKKA_114410";420;1e-45;10;176;45;207;0,937853107;"GT30";"PROKKA_114410_1_GT30"
"GH16.hmm";189;"PROKKA_114454";338;1,1e-20;3;189;38;328;0,984126984;"GH16";"PROKKA_114454_1_GH16"
"AA3_2.hmm";568;"PROKKA_114482";562;3,3e-160;1;566;2;530;0,99471831;"AA3";"PROKKA_114482_1_AA3"
"GH103.hmm";295;"PROKKA_114498";352;5e-113;1;295;38;346;0,996610169;"GH103";"PROKKA_114498_1_GH103"
"GH3.hmm";216;"PROKKA_114554";808;1,2e-63;3;213;143;365;0,972222222;"GH3";"PROKKA_114554_1_GH3"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_114641";308;5,6e-32;1;167;8;168;0,976470588;"GT2";"PROKKA_114641_1_GT2"
"GT4.hmm";160;"PROKKA_114642";372;2,1e-36;10;157;191;337;0,91875;"GT4";"PROKKA_114642_1_GT4"
"GT4.hmm";160;"PROKKA_114679";363;3,1e-32;6;158;181;332;0,95;"GT4";"PROKKA_114679_1_GT4"
"GH13_11.hmm";351;"PROKKA_114688";695;2e-161;1;351;182;531;0,997150997;"GH13";"PROKKA_114688_1_GH13"
"GH77.hmm";494;"PROKKA_114690";724;6,5e-145;2;486;179;715;0,979757085;"GH77";"PROKKA_114690_1_GH77"
"GH23.hmm";135;"PROKKA_114721";633;6,9e-29;13;127;486;616;0,844444444;"GH23";"PROKKA_114721_1_GH23"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_114756";239;2,8e-31;2;167;6;171;0,970588235;"GT2";"PROKKA_114756_1_GT2"
"GT4.hmm";160;"PROKKA_114822";374;2,6e-22;2;152;191;336;0,9375;"GT4";"PROKKA_114822_1_GT4"
"GT4.hmm";160;"PROKKA_114823";348;9,7e-32;2;157;168;317;0,96875;"GT4";"PROKKA_114823_1_GT4"
"GH23.hmm";135;"PROKKA_114861";501;6,9e-24;8;124;296;451;0,859259259;"GH23";"PROKKA_114861_1_GH23"
"GT4.hmm";160;"PROKKA_114894";379;1,4e-30;10;152;202;342;0,8875;"GT4";"PROKKA_114894_1_GT4"
"CE1.hmm";227;"PROKKA_114955";504;3,1e-16;5;208;255;474;0,894273128;"CE1";"PROKKA_114955_1_CE1"
"GH13_14.hmm";289;"PROKKA_114968";754;1,6e-114;1;289;180;504;0,996539792;"GH13";"PROKKA_114968_1_GH13"
"CBM3.hmm";88;"PROKKA_114972";2191;3,3e-20;3;88;141;222;0,965909091;"CBM3";"PROKKA_114972_1_CBM3"
"CBM2.hmm";101;"PROKKA_114972";2191;4,4e-16;3;91;420;511;0,871287129;"CBM2";"PROKKA_114972_1_CBM2"
"GH5_53.hmm";386;"PROKKA_114972";2191;9,8e-185;1;386;624;1006;0,997409326;"GH5";"PROKKA_114972_1_GH5"
"GH3.hmm";216;"PROKKA_115055";860;3e-62;7;215;137;358;0,962962963;"GH3";"PROKKA_115055_1_GH3"
"CE3.hmm";194;"PROKKA_115062";239;1,8e-38;1;194;29;232;0,994845361;"CE3";"PROKKA_115062_1_CE3"
"GH29.hmm";346;"PROKKA_115175";647;4,5e-89;26;344;60;411;0,919075145;"GH29";"PROKKA_115175_1_GH29"
"GH78.hmm";504;"PROKKA_115177";753;7,6e-102;3;503;178;709;0,992063492;"GH78";"PROKKA_115177_1_GH78"
"PL7_5.hmm";267;"PROKKA_115203";331;1,3e-99;1;267;64;327;0,996254682;"PL7";"PROKKA_115203_1_PL7"
"GT4.hmm";160;"PROKKA_115364";352;2,2e-21;11;154;187;321;0,89375;"GT4";"PROKKA_115364_1_GT4"
"GH23.hmm";135;"PROKKA_115393";219;1,6e-27;10;123;97;209;0,837037037;"GH23";"PROKKA_115393_1_GH23"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_115519";342;1,4e-22;2;165;5;177;0,958823529;"GT2";"PROKKA_115519_1_GT2"
"GT4.hmm";160;"PROKKA_115536";381;1,3e-30;9;159;197;353;0,9375;"GT4";"PROKKA_115536_1_GT4"
"GT4.hmm";160;"PROKKA_115541";400;1,3e-23;6;159;214;366;0,95625;"GT4";"PROKKA_115541_1_GT4"
"GH3.hmm";216;"PROKKA_115610";364;2,4e-50;5;215;87;313;0,972222222;"GH3";"PROKKA_115610_1_GH3"
"GH2.hmm";752;"PROKKA_115673";963;1,8e-115;35;744;41;827;0,942819149;"GH2";"PROKKA_115673_1_GH2"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_115749";506;6,9e-27;8;228;55;277;0,956521739;"GT2";"PROKKA_115749_1_GT2"
"GT2_Glyco_tranf_2_3.hmm";230;"PROKKA_115817";343;6,5e-19;2;228;9;232;0,982608696;"GT2";"PROKKA_115817_1_GT2"
"GT2_Glycos_transf_2.hmm";170;"PROKKA_115818";322;6,6e-34;1;159;7;160;0,929411765;"GT2";"PROKKA_115818_1_GT2"
"PL29.hmm";301;"PROKKA_115881";527;2,8e-20;31;274;104;342;0,80730897;"PL29";"PROKKA_115881_1_PL29"
"GH29.hmm";346;"PROKKA_115957";458;3,1e-116;14;346;13;370;0,959537572;"GH29";"PROKKA_115957_1_GH29"
"GH30_2.hmm";417;"PROKKA_115958";481;5e-178;2;416;57;476;0,992805755;"GH30";"PROKKA_115958_1_GH30"
"CBM32.hmm";124;"PROKKA_116076";571;1,8e-20;19;123;457;565;0,838709677;"CBM32";"PROKKA_116076_1_CBM32"
"CE1.hmm";227;"PROKKA_116124";214;1,6e-17;8;206;4;194;0,872246696;"CE1";"PROKKA_116124_1_CE1"
"PL7_5.hmm";267;"PROKKA_116194";323;9,9e-100;1;267;54;314;0,996254682;"PL7";"PROKKA_116194_1_PL7"
"GT19.hmm";354;"PROKKA_116239";370;2e-118;2;352;4;351;0,988700565;"GT19";"PROKKA_116239_1_GT19"
"CBM47.hmm";128;"PROKKA_116286";653;1,6e-28;1;128;527;647;0,9921875;"CBM47";"PROKKA_116286_1_CBM47"
"CE10.hmm";341;"PROKKA_116376";509;3,9e-52;41;323;218;495;0,826979472;"CE10";"PROKKA_116376_1_CE10"
"PL7_3.hmm";214;"PROKKA_116384";407;3,5e-35;3;214;160;406;0,985981308;"PL7";"PROKKA_116384_1_PL7"
"GH13_18.hmm";343;"PROKKA_116437";582;3e-141;2;343;93;433;0,994169096;"GH13";"PROKKA_116437_1_GH13"
"GH1.hmm";429;"PROKKA_116483";449;6,9e-146;3;427;9;447;0,988344988;"GH1";"PROKKA_116483_1_GH1"
"GH23.hmm";135;"PROKKA_116497";507;3,4e-24;2;126;141;281;0,918518519;"GH23";"PROKKA_116497_1_GH23"
"CBM50.hmm";40;"PROKKA_116497";507;6,4e-16;1;39;460;503;0,95;"CBM50";"PROKKA_116497_1_CBM50"
